SKU,Title,Description,UOM,Unit Price,Qty Available,Active,Attributes JSON,Last Updated
PAPER-A4-200-UNCOATED,A4 Uncoated 200 gsm,"Ivory uncoated paper, A4, 200 gsm, for office and print.",ream,7.76,259,True,"{""size"": ""A4"", ""gsm"": 200, ""finish"": ""Uncoated"", ""color"": ""Ivory""}",2025-07-20T08:42:00
PAPER-A5-70-COPY,A5 Copy 70 gsm,"White copy paper, A5, 70 gsm, for office and print.",pallet,501.46,97,True,"{""size"": ""A5"", ""gsm"": 70, ""finish"": ""Copy"", ""color"": ""White""}",2025-06-17T09:00:37
PAPER-SRA3-200-CARDSTOCK-U,SRA3 Cardstock 200 gsm,"White cardstock paper, SRA3, 200 gsm, for office and print.",ream,11.29,477,True,"{""size"": ""SRA3"", ""gsm"": 200, ""finish"": ""Cardstock"", ""color"": ""White""}",2025-07-11T05:45:46
PAPER-A4-250-COATEDMATTE-W,A4 Coated Matte 250 gsm,"Recycled coated matte paper, A4, 250 gsm, for office and print.",ream,8.25,477,True,"{""size"": ""A4"", ""gsm"": 250, ""finish"": ""Coated Matte"", ""color"": ""Recycled""}",2025-08-26T05:05:21
PAPER-A4-120-UNCOATED-W,A4 Uncoated 120 gsm,"Ivory uncoated paper, A4, 120 gsm, for office and print.",ream,5.89,977,True,"{""size"": ""A4"", ""gsm"": 120, ""finish"": ""Uncoated"", ""color"": ""Ivory""}",2025-07-22T02:41:46
PAPER-A4-120-UNCOATED-O,A4 Uncoated 120 gsm,"White uncoated paper, A4, 120 gsm, for office and print.",ream,5.71,485,True,"{""size"": ""A4"", ""gsm"": 120, ""finish"": ""Uncoated"", ""color"": ""White""}",2025-05-30T15:42:15
PAPER-A5-100-COATEDMATTE-F,A5 Coated Matte 100 gsm,"Bright White coated matte paper, A5, 100 gsm, for office and print.",ream,5.13,570,True,"{""size"": ""A5"", ""gsm"": 100, ""finish"": ""Coated Matte"", ""color"": ""Bright White""}",2025-07-13T19:05:27
PAPER-A4-160-UNCOATED-J,A4 Uncoated 160 gsm,"Bright White uncoated paper, A4, 160 gsm, for office and print.",ream,6.85,543,True,"{""size"": ""A4"", ""gsm"": 160, ""finish"": ""Uncoated"", ""color"": ""Bright White""}",2025-08-03T06:34:55
PAPER-SRA3-90-OFFSET-J,SRA3 Offset 90 gsm,"Recycled offset paper, SRA3, 90 gsm, for office and print.",ream,7.07,497,True,"{""size"": ""SRA3"", ""gsm"": 90, ""finish"": ""Offset"", ""color"": ""Recycled""}",2025-10-09T05:18:46
PAPER-A3-170-COPY-I,A3 Copy 170 gsm,"White copy paper, A3, 170 gsm, for office and print.",ream,9.29,352,True,"{""size"": ""A3"", ""gsm"": 170, ""finish"": ""Copy"", ""color"": ""White""}",2025-07-26T13:49:36
PAPER-SRA3-70-UNCOATED,SRA3 Uncoated 70 gsm,"Ivory uncoated paper, SRA3, 70 gsm, for office and print.",ream,6.12,513,True,"{""size"": ""SRA3"", ""gsm"": 70, ""finish"": ""Uncoated"", ""color"": ""Ivory""}",2025-08-18T08:11:56
PAPER-A3-200-CARDSTOCK,A3 Cardstock 200 gsm,"White cardstock paper, A3, 200 gsm, for office and print.",ream,9.69,284,True,"{""size"": ""A3"", ""gsm"": 200, ""finish"": ""Cardstock"", ""color"": ""White""}",2025-07-20T08:29:22
PAPER-A3-80-OFFSET-B,A3 Offset 80 gsm,"Bright White offset paper, A3, 80 gsm, for office and print.",ream,5.8,364,True,"{""size"": ""A3"", ""gsm"": 80, ""finish"": ""Offset"", ""color"": ""Bright White""}",2025-08-24T07:05:15
PAPER-SRA3-80-UNCOATED,SRA3 Uncoated 80 gsm,"Ivory uncoated paper, SRA3, 80 gsm, for office and print.",ream,6.79,327,True,"{""size"": ""SRA3"", ""gsm"": 80, ""finish"": ""Uncoated"", ""color"": ""Ivory""}",2025-09-28T23:04:27
PAPER-A2-120-UNCOATED-J,A2 Uncoated 120 gsm,"Bright White uncoated paper, A2, 120 gsm, for office and print.",box,42.19,412,False,"{""size"": ""A2"", ""gsm"": 120, ""finish"": ""Uncoated"", ""color"": ""Bright White""}",2025-07-17T16:10:12
PAPER-SRA3-200-COATEDGLOSS,SRA3 Coated Gloss 200 gsm,"White coated gloss paper, SRA3, 200 gsm, for office and print.",box,48.06,747,True,"{""size"": ""SRA3"", ""gsm"": 200, ""finish"": ""Coated Gloss"", ""color"": ""White""}",2025-09-20T09:12:37
PAPER-A4-300-COPY-U,A4 Copy 300 gsm,"Bright White copy paper, A4, 300 gsm, for office and print.",ream,9.85,119,True,"{""size"": ""A4"", ""gsm"": 300, ""finish"": ""Copy"", ""color"": ""Bright White""}",2025-07-30T17:33:35
PAPER-A4-70-UNCOATED,A4 Uncoated 70 gsm,"White uncoated paper, A4, 70 gsm, for office and print.",ream,5.0,502,True,"{""size"": ""A4"", ""gsm"": 70, ""finish"": ""Uncoated"", ""color"": ""White""}",2025-08-07T19:36:10
PAPER-SRA3-170-UNCOATED,SRA3 Uncoated 170 gsm,"Bright White uncoated paper, SRA3, 170 gsm, for office and print.",pallet,667.95,0,True,"{""size"": ""SRA3"", ""gsm"": 170, ""finish"": ""Uncoated"", ""color"": ""Bright White""}",2025-05-30T07:03:50
PAPER-A4-170-COATEDGLOSS-K,A4 Coated Gloss 170 gsm,"Bright White coated gloss paper, A4, 170 gsm, for office and print.",ream,7.46,329,True,"{""size"": ""A4"", ""gsm"": 170, ""finish"": ""Coated Gloss"", ""color"": ""Bright White""}",2025-09-08T00:38:35
PAPER-A2-120-CARDSTOCK,A2 Cardstock 120 gsm,"Recycled cardstock paper, A2, 120 gsm, for office and print.",box,41.48,563,True,"{""size"": ""A2"", ""gsm"": 120, ""finish"": ""Cardstock"", ""color"": ""Recycled""}",2025-09-13T23:02:50
PAPER-A4-100-COATEDGLOSS,A4 Coated Gloss 100 gsm,"Ivory coated gloss paper, A4, 100 gsm, for office and print.",box,26.22,409,True,"{""size"": ""A4"", ""gsm"": 100, ""finish"": ""Coated Gloss"", ""color"": ""Ivory""}",2025-09-14T22:08:08
PAPER-A3-75-UNCOATED-M,A3 Uncoated 75 gsm,"Bright White uncoated paper, A3, 75 gsm, for office and print.",pallet,551.1,0,True,"{""size"": ""A3"", ""gsm"": 75, ""finish"": ""Uncoated"", ""color"": ""Bright White""}",2025-05-31T22:45:16
PAPER-A5-100-CARDSTOCK,A5 Cardstock 100 gsm,"White cardstock paper, A5, 100 gsm, for office and print.",ream,4.8,292,True,"{""size"": ""A5"", ""gsm"": 100, ""finish"": ""Cardstock"", ""color"": ""White""}",2025-08-24T19:58:13
PAPER-A4-170-COATEDGLOSS-T,A4 Coated Gloss 170 gsm,"Recycled coated gloss paper, A4, 170 gsm, for office and print.",ream,7.27,501,True,"{""size"": ""A4"", ""gsm"": 170, ""finish"": ""Coated Gloss"", ""color"": ""Recycled""}",2025-05-07T07:30:50
PAPER-A4-250-OFFSET-K,A4 Offset 250 gsm,"White offset paper, A4, 250 gsm, for office and print.",ream,8.85,290,True,"{""size"": ""A4"", ""gsm"": 250, ""finish"": ""Offset"", ""color"": ""White""}",2025-05-29T12:22:05
PAPER-A2-80-COATEDMATTE,A2 Coated Matte 80 gsm,"Bright White coated matte paper, A2, 80 gsm, for office and print.",ream,7.38,432,True,"{""size"": ""A2"", ""gsm"": 80, ""finish"": ""Coated Matte"", ""color"": ""Bright White""}",2025-07-15T22:34:15
PAPER-A5-75-CARDSTOCK-X,A5 Cardstock 75 gsm,"Ivory cardstock paper, A5, 75 gsm, for office and print.",ream,4.87,406,False,"{""size"": ""A5"", ""gsm"": 75, ""finish"": ""Cardstock"", ""color"": ""Ivory""}",2025-06-08T03:23:39
PAPER-A4-70-COATEDMATTE,A4 Coated Matte 70 gsm,"Bright White coated matte paper, A4, 70 gsm, for office and print.",ream,5.27,302,True,"{""size"": ""A4"", ""gsm"": 70, ""finish"": ""Coated Matte"", ""color"": ""Bright White""}",2025-07-07T13:32:36
PAPER-A5-100-UNCOATED-K,A5 Uncoated 100 gsm,"White uncoated paper, A5, 100 gsm, for office and print.",pallet,483.07,341,True,"{""size"": ""A5"", ""gsm"": 100, ""finish"": ""Uncoated"", ""color"": ""White""}",2025-09-11T07:16:09
PAPER-SRA3-80-UNCOATED-Z,SRA3 Uncoated 80 gsm,"Bright White uncoated paper, SRA3, 80 gsm, for office and print.",ream,6.34,495,True,"{""size"": ""SRA3"", ""gsm"": 80, ""finish"": ""Uncoated"", ""color"": ""Bright White""}",2025-08-20T11:46:58
PAPER-A3-300-OFFSET,A3 Offset 300 gsm,"White offset paper, A3, 300 gsm, for office and print.",box,57.38,96,True,"{""size"": ""A3"", ""gsm"": 300, ""finish"": ""Offset"", ""color"": ""White""}",2025-06-12T18:34:08
PAPER-A2-250-COATEDMATTE,A2 Coated Matte 250 gsm,"Bright White coated matte paper, A2, 250 gsm, for office and print.",ream,15.78,427,True,"{""size"": ""A2"", ""gsm"": 250, ""finish"": ""Coated Matte"", ""color"": ""Bright White""}",2025-06-10T17:17:56
PAPER-SRA3-120-OFFSET-H,SRA3 Offset 120 gsm,"White offset paper, SRA3, 120 gsm, for office and print.",ream,8.16,300,True,"{""size"": ""SRA3"", ""gsm"": 120, ""finish"": ""Offset"", ""color"": ""White""}",2025-07-17T23:10:22
PAPER-A2-300-UNCOATED,A2 Uncoated 300 gsm,"White uncoated paper, A2, 300 gsm, for office and print.",ream,18.52,527,True,"{""size"": ""A2"", ""gsm"": 300, ""finish"": ""Uncoated"", ""color"": ""White""}",2025-10-11T16:29:01
PAPER-SRA3-100-OFFSET-W,SRA3 Offset 100 gsm,"Bright White offset paper, SRA3, 100 gsm, for office and print.",box,34.12,281,True,"{""size"": ""SRA3"", ""gsm"": 100, ""finish"": ""Offset"", ""color"": ""Bright White""}",2025-10-04T22:55:17
PAPER-A3-200-OFFSET,A3 Offset 200 gsm,"Ivory offset paper, A3, 200 gsm, for office and print.",pallet,650.69,2,True,"{""size"": ""A3"", ""gsm"": 200, ""finish"": ""Offset"", ""color"": ""Ivory""}",2025-09-27T01:46:57
PAPER-SRA3-300-UNCOATED,SRA3 Uncoated 300 gsm,"Bright White uncoated paper, SRA3, 300 gsm, for office and print.",box,64.6,475,True,"{""size"": ""SRA3"", ""gsm"": 300, ""finish"": ""Uncoated"", ""color"": ""Bright White""}",2025-06-27T09:52:20
PAPER-A5-170-COATEDMATTE,A5 Coated Matte 170 gsm,"Recycled coated matte paper, A5, 170 gsm, for office and print.",ream,5.75,529,True,"{""size"": ""A5"", ""gsm"": 170, ""finish"": ""Coated Matte"", ""color"": ""Recycled""}",2025-09-12T06:35:01
PAPER-A4-200-UNCOATED-Q,A4 Uncoated 200 gsm,"Ivory uncoated paper, A4, 200 gsm, for office and print.",ream,7.6,219,True,"{""size"": ""A4"", ""gsm"": 200, ""finish"": ""Uncoated"", ""color"": ""Ivory""}",2025-09-21T05:58:37
PAPER-A5-170-COATEDMATTE-Q,A5 Coated Matte 170 gsm,"White coated matte paper, A5, 170 gsm, for office and print.",ream,5.61,349,True,"{""size"": ""A5"", ""gsm"": 170, ""finish"": ""Coated Matte"", ""color"": ""White""}",2025-09-15T05:00:50
PAPER-A3-300-COPY-A,A3 Copy 300 gsm,"Bright White copy paper, A3, 300 gsm, for office and print.",ream,13.47,328,True,"{""size"": ""A3"", ""gsm"": 300, ""finish"": ""Copy"", ""color"": ""Bright White""}",2025-05-06T03:36:20
PAPER-A3-300-COPY-C,A3 Copy 300 gsm,"White copy paper, A3, 300 gsm, for office and print.",pallet,777.17,0,True,"{""size"": ""A3"", ""gsm"": 300, ""finish"": ""Copy"", ""color"": ""White""}",2025-07-07T03:03:57
PAPER-A4-80-CARDSTOCK,A4 Cardstock 80 gsm,"Bright White cardstock paper, A4, 80 gsm, for office and print.",ream,5.6,664,True,"{""size"": ""A4"", ""gsm"": 80, ""finish"": ""Cardstock"", ""color"": ""Bright White""}",2025-07-30T01:51:22
PAPER-A5-250-CARDSTOCK-L,A5 Cardstock 250 gsm,"Ivory cardstock paper, A5, 250 gsm, for office and print.",box,29.3,460,True,"{""size"": ""A5"", ""gsm"": 250, ""finish"": ""Cardstock"", ""color"": ""Ivory""}",2025-08-03T07:26:02
PAPER-A4-300-OFFSET-J,A4 Offset 300 gsm,"White offset paper, A4, 300 gsm, for office and print.",box,42.16,210,True,"{""size"": ""A4"", ""gsm"": 300, ""finish"": ""Offset"", ""color"": ""White""}",2025-08-11T07:32:47
PAPER-SRA3-90-OFFSET-I,SRA3 Offset 90 gsm,"Bright White offset paper, SRA3, 90 gsm, for office and print.",ream,6.79,537,True,"{""size"": ""SRA3"", ""gsm"": 90, ""finish"": ""Offset"", ""color"": ""Bright White""}",2025-05-22T13:21:08
PAPER-SRA3-200-COPY-D,SRA3 Copy 200 gsm,"Ivory copy paper, SRA3, 200 gsm, for office and print.",ream,11.33,718,True,"{""size"": ""SRA3"", ""gsm"": 200, ""finish"": ""Copy"", ""color"": ""Ivory""}",2025-10-13T13:57:06
PAPER-A4-300-COPY-R,A4 Copy 300 gsm,"Bright White copy paper, A4, 300 gsm, for office and print.",ream,9.4,554,True,"{""size"": ""A4"", ""gsm"": 300, ""finish"": ""Copy"", ""color"": ""Bright White""}",2025-05-08T17:16:53
PAPER-A2-100-OFFSET-Y,A2 Offset 100 gsm,"Recycled offset paper, A2, 100 gsm, for office and print.",box,38.68,172,True,"{""size"": ""A2"", ""gsm"": 100, ""finish"": ""Offset"", ""color"": ""Recycled""}",2025-07-10T17:23:43
PAPER-A2-90-COATEDMATTE,A2 Coated Matte 90 gsm,"Recycled coated matte paper, A2, 90 gsm, for office and print.",ream,8.2,327,True,"{""size"": ""A2"", ""gsm"": 90, ""finish"": ""Coated Matte"", ""color"": ""Recycled""}",2025-06-08T10:58:16
PAPER-SRA3-170-COATEDMATTE-U,SRA3 Coated Matte 170 gsm,"White coated matte paper, SRA3, 170 gsm, for office and print.",roll,55.74,590,True,"{""size"": ""SRA3"", ""gsm"": 170, ""finish"": ""Coated Matte"", ""color"": ""White""}",2025-07-15T03:20:14
PAPER-SRA3-80-COATEDGLOSS,SRA3 Coated Gloss 80 gsm,"Bright White coated gloss paper, SRA3, 80 gsm, for office and print.",ream,6.72,293,True,"{""size"": ""SRA3"", ""gsm"": 80, ""finish"": ""Coated Gloss"", ""color"": ""Bright White""}",2025-06-20T23:07:44
PAPER-A4-160-COPY,A4 Copy 160 gsm,"Bright White copy paper, A4, 160 gsm, for office and print.",pallet,559.44,86,True,"{""size"": ""A4"", ""gsm"": 160, ""finish"": ""Copy"", ""color"": ""Bright White""}",2025-06-25T21:27:48
PAPER-A4-120-CARDSTOCK-L,A4 Cardstock 120 gsm,"White cardstock paper, A4, 120 gsm, for office and print.",pallet,507.55,136,True,"{""size"": ""A4"", ""gsm"": 120, ""finish"": ""Cardstock"", ""color"": ""White""}",2025-06-11T14:03:21
PAPER-A3-140-CARDSTOCK-G,A3 Cardstock 140 gsm,"White cardstock paper, A3, 140 gsm, for office and print.",pallet,612.68,0,True,"{""size"": ""A3"", ""gsm"": 140, ""finish"": ""Cardstock"", ""color"": ""White""}",2025-10-13T08:31:35
PAPER-A4-160-OFFSET,A4 Offset 160 gsm,"Recycled offset paper, A4, 160 gsm, for office and print.",ream,7.22,391,True,"{""size"": ""A4"", ""gsm"": 160, ""finish"": ""Offset"", ""color"": ""Recycled""}",2025-06-11T16:27:02
PAPER-SRA3-90-CARDSTOCK,SRA3 Cardstock 90 gsm,"Ivory cardstock paper, SRA3, 90 gsm, for office and print.",ream,6.84,0,True,"{""size"": ""SRA3"", ""gsm"": 90, ""finish"": ""Cardstock"", ""color"": ""Ivory""}",2025-07-06T02:02:20
PAPER-SRA3-170-CARDSTOCK,SRA3 Cardstock 170 gsm,"Recycled cardstock paper, SRA3, 170 gsm, for office and print.",ream,9.98,246,True,"{""size"": ""SRA3"", ""gsm"": 170, ""finish"": ""Cardstock"", ""color"": ""Recycled""}",2025-08-21T15:46:10
PAPER-SRA3-120-OFFSET-B,SRA3 Offset 120 gsm,"Recycled offset paper, SRA3, 120 gsm, for office and print.",ream,8.27,362,True,"{""size"": ""SRA3"", ""gsm"": 120, ""finish"": ""Offset"", ""color"": ""Recycled""}",2025-05-31T12:46:11
PAPER-A3-170-UNCOATED-G,A3 Uncoated 170 gsm,"Bright White uncoated paper, A3, 170 gsm, for office and print.",ream,8.94,212,True,"{""size"": ""A3"", ""gsm"": 170, ""finish"": ""Uncoated"", ""color"": ""Bright White""}",2025-06-26T06:21:30
PAPER-A2-250-CARDSTOCK-P,A2 Cardstock 250 gsm,"Recycled cardstock paper, A2, 250 gsm, for office and print.",ream,16.57,644,True,"{""size"": ""A2"", ""gsm"": 250, ""finish"": ""Cardstock"", ""color"": ""Recycled""}",2025-08-28T04:57:27
PAPER-A4-300-COATEDGLOSS-R,A4 Coated Gloss 300 gsm,"Ivory coated gloss paper, A4, 300 gsm, for office and print.",ream,9.64,185,True,"{""size"": ""A4"", ""gsm"": 300, ""finish"": ""Coated Gloss"", ""color"": ""Ivory""}",2025-09-10T11:32:49
PAPER-A5-170-COPY-V,A5 Copy 170 gsm,"White copy paper, A5, 170 gsm, for office and print.",pallet,494.11,0,False,"{""size"": ""A5"", ""gsm"": 170, ""finish"": ""Copy"", ""color"": ""White""}",2025-05-30T11:08:33
PAPER-A4-75-CARDSTOCK,A4 Cardstock 75 gsm,"Ivory cardstock paper, A4, 75 gsm, for office and print.",ream,5.16,419,True,"{""size"": ""A4"", ""gsm"": 75, ""finish"": ""Cardstock"", ""color"": ""Ivory""}",2025-09-30T11:23:54
PAPER-A2-160-CARDSTOCK,A2 Cardstock 160 gsm,"Bright White cardstock paper, A2, 160 gsm, for office and print.",ream,11.68,616,True,"{""size"": ""A2"", ""gsm"": 160, ""finish"": ""Cardstock"", ""color"": ""Bright White""}",2025-04-29T07:27:17
PAPER-A3-170-COATEDGLOSS-W,A3 Coated Gloss 170 gsm,"White coated gloss paper, A3, 170 gsm, for office and print.",ream,9.25,184,True,"{""size"": ""A3"", ""gsm"": 170, ""finish"": ""Coated Gloss"", ""color"": ""White""}",2025-06-08T16:04:32
PAPER-A5-170-OFFSET-Q,A5 Offset 170 gsm,"Ivory offset paper, A5, 170 gsm, for office and print.",ream,5.47,574,True,"{""size"": ""A5"", ""gsm"": 170, ""finish"": ""Offset"", ""color"": ""Ivory""}",2025-08-03T15:03:23
PAPER-A3-140-COATEDMATTE-H,A3 Coated Matte 140 gsm,"Ivory coated matte paper, A3, 140 gsm, for office and print.",sheet,0.497,401,True,"{""size"": ""A3"", ""gsm"": 140, ""finish"": ""Coated Matte"", ""color"": ""Ivory""}",2025-05-15T11:58:52
PAPER-A5-75-COATEDMATTE-P,A5 Coated Matte 75 gsm,"Bright White coated matte paper, A5, 75 gsm, for office and print.",ream,4.15,252,False,"{""size"": ""A5"", ""gsm"": 75, ""finish"": ""Coated Matte"", ""color"": ""Bright White""}",2025-06-06T15:11:23
PAPER-SRA3-140-CARDSTOCK-D,SRA3 Cardstock 140 gsm,"Recycled cardstock paper, SRA3, 140 gsm, for office and print.",box,40.52,469,True,"{""size"": ""SRA3"", ""gsm"": 140, ""finish"": ""Cardstock"", ""color"": ""Recycled""}",2025-06-21T19:52:36
PAPER-A2-160-COATEDGLOSS-V,A2 Coated Gloss 160 gsm,"White coated gloss paper, A2, 160 gsm, for office and print.",pallet,725.54,49,True,"{""size"": ""A2"", ""gsm"": 160, ""finish"": ""Coated Gloss"", ""color"": ""White""}",2025-09-16T12:08:25
PAPER-A5-80-COATEDGLOSS,A5 Coated Gloss 80 gsm,"White coated gloss paper, A5, 80 gsm, for office and print.",pallet,494.02,0,True,"{""size"": ""A5"", ""gsm"": 80, ""finish"": ""Coated Gloss"", ""color"": ""White""}",2025-08-03T14:58:50
PAPER-A3-80-UNCOATED-M,A3 Uncoated 80 gsm,"Ivory uncoated paper, A3, 80 gsm, for office and print.",box,28.93,410,True,"{""size"": ""A3"", ""gsm"": 80, ""finish"": ""Uncoated"", ""color"": ""Ivory""}",2025-07-31T17:16:29
PAPER-A5-170-CARDSTOCK,A5 Cardstock 170 gsm,"Recycled cardstock paper, A5, 170 gsm, for office and print.",ream,5.63,342,True,"{""size"": ""A5"", ""gsm"": 170, ""finish"": ""Cardstock"", ""color"": ""Recycled""}",2025-07-21T10:12:46
PAPER-A2-200-COATEDMATTE,A2 Coated Matte 200 gsm,"Recycled coated matte paper, A2, 200 gsm, for office and print.",ream,13.45,417,True,"{""size"": ""A2"", ""gsm"": 200, ""finish"": ""Coated Matte"", ""color"": ""Recycled""}",2025-08-27T20:29:08
PAPER-A3-170-COATEDMATTE-S,A3 Coated Matte 170 gsm,"Bright White coated matte paper, A3, 170 gsm, for office and print.",ream,9.23,499,True,"{""size"": ""A3"", ""gsm"": 170, ""finish"": ""Coated Matte"", ""color"": ""Bright White""}",2025-09-29T22:56:01
PAPER-A4-300-COPY-M,A4 Copy 300 gsm,"White copy paper, A4, 300 gsm, for office and print.",ream,9.84,637,True,"{""size"": ""A4"", ""gsm"": 300, ""finish"": ""Copy"", ""color"": ""White""}",2025-08-01T23:42:33
PAPER-A3-75-COPY-O,A3 Copy 75 gsm,"White copy paper, A3, 75 gsm, for office and print.",pallet,523.6,0,True,"{""size"": ""A3"", ""gsm"": 75, ""finish"": ""Copy"", ""color"": ""White""}",2025-05-27T15:21:28
PAPER-A4-140-COATEDMATTE,A4 Coated Matte 140 gsm,"Bright White coated matte paper, A4, 140 gsm, for office and print.",ream,6.08,719,True,"{""size"": ""A4"", ""gsm"": 140, ""finish"": ""Coated Matte"", ""color"": ""Bright White""}",2025-09-24T09:57:12
PAPER-A3-140-COPY-Y,A3 Copy 140 gsm,"Recycled copy paper, A3, 140 gsm, for office and print.",ream,7.76,107,True,"{""size"": ""A3"", ""gsm"": 140, ""finish"": ""Copy"", ""color"": ""Recycled""}",2025-06-26T09:00:13
PAPER-A2-80-CARDSTOCK,A2 Cardstock 80 gsm,"Bright White cardstock paper, A2, 80 gsm, for office and print.",ream,7.44,377,True,"{""size"": ""A2"", ""gsm"": 80, ""finish"": ""Cardstock"", ""color"": ""Bright White""}",2025-05-31T14:28:58
PAPER-A4-140-COATEDGLOSS,A4 Coated Gloss 140 gsm,"Bright White coated gloss paper, A4, 140 gsm, for office and print.",ream,6.7,488,True,"{""size"": ""A4"", ""gsm"": 140, ""finish"": ""Coated Gloss"", ""color"": ""Bright White""}",2025-06-27T10:56:10
PAPER-SRA3-200-UNCOATED,SRA3 Uncoated 200 gsm,"Ivory uncoated paper, SRA3, 200 gsm, for office and print.",ream,10.92,442,False,"{""size"": ""SRA3"", ""gsm"": 200, ""finish"": ""Uncoated"", ""color"": ""Ivory""}",2025-08-04T00:16:30
PAPER-A2-140-COATEDGLOSS,A2 Coated Gloss 140 gsm,"Bright White coated gloss paper, A2, 140 gsm, for office and print.",ream,10.93,306,True,"{""size"": ""A2"", ""gsm"": 140, ""finish"": ""Coated Gloss"", ""color"": ""Bright White""}",2025-09-23T17:08:08
PAPER-A3-120-UNCOATED,A3 Uncoated 120 gsm,"Ivory uncoated paper, A3, 120 gsm, for office and print.",ream,7.2,368,True,"{""size"": ""A3"", ""gsm"": 120, ""finish"": ""Uncoated"", ""color"": ""Ivory""}",2025-07-14T22:47:26
PAPER-SRA3-200-OFFSET-Z,SRA3 Offset 200 gsm,"Recycled offset paper, SRA3, 200 gsm, for office and print.",ream,11.15,326,True,"{""size"": ""SRA3"", ""gsm"": 200, ""finish"": ""Offset"", ""color"": ""Recycled""}",2025-09-15T19:27:14
PAPER-A2-170-OFFSET-O,A2 Offset 170 gsm,"White offset paper, A2, 170 gsm, for office and print.",pallet,741.58,0,True,"{""size"": ""A2"", ""gsm"": 170, ""finish"": ""Offset"", ""color"": ""White""}",2025-07-07T14:41:50
PAPER-SRA3-250-COATEDMATTE-H,SRA3 Coated Matte 250 gsm,"Ivory coated matte paper, SRA3, 250 gsm, for office and print.",box,55.63,527,True,"{""size"": ""SRA3"", ""gsm"": 250, ""finish"": ""Coated Matte"", ""color"": ""Ivory""}",2025-08-11T01:54:18
PAPER-A5-160-UNCOATED,A5 Uncoated 160 gsm,"Bright White uncoated paper, A5, 160 gsm, for office and print.",box,26.02,453,True,"{""size"": ""A5"", ""gsm"": 160, ""finish"": ""Uncoated"", ""color"": ""Bright White""}",2025-10-19T03:24:33
PAPER-A2-70-COATEDGLOSS-H,A2 Coated Gloss 70 gsm,"White coated gloss paper, A2, 70 gsm, for office and print.",ream,7.29,296,True,"{""size"": ""A2"", ""gsm"": 70, ""finish"": ""Coated Gloss"", ""color"": ""White""}",2025-10-07T10:29:10
PAPER-A5-200-CARDSTOCK,A5 Cardstock 200 gsm,"Bright White cardstock paper, A5, 200 gsm, for office and print.",pallet,521.9,154,True,"{""size"": ""A5"", ""gsm"": 200, ""finish"": ""Cardstock"", ""color"": ""Bright White""}",2025-05-21T12:33:48
PAPER-A5-100-OFFSET,A5 Offset 100 gsm,"Ivory offset paper, A5, 100 gsm, for office and print.",ream,4.75,446,True,"{""size"": ""A5"", ""gsm"": 100, ""finish"": ""Offset"", ""color"": ""Ivory""}",2025-09-22T06:24:03
PAPER-A4-120-COPY,A4 Copy 120 gsm,"Bright White copy paper, A4, 120 gsm, for office and print.",ream,5.97,521,True,"{""size"": ""A4"", ""gsm"": 120, ""finish"": ""Copy"", ""color"": ""Bright White""}",2025-05-23T17:20:15
PAPER-A3-100-COATEDGLOSS-Q,A3 Coated Gloss 100 gsm,"Bright White coated gloss paper, A3, 100 gsm, for office and print.",box,31.01,494,True,"{""size"": ""A3"", ""gsm"": 100, ""finish"": ""Coated Gloss"", ""color"": ""Bright White""}",2025-08-15T04:39:09
PAPER-A3-75-COATEDGLOSS-D,A3 Coated Gloss 75 gsm,"White coated gloss paper, A3, 75 gsm, for office and print.",box,26.66,275,True,"{""size"": ""A3"", ""gsm"": 75, ""finish"": ""Coated Gloss"", ""color"": ""White""}",2025-05-21T18:09:48
PAPER-A4-170-OFFSET,A4 Offset 170 gsm,"Ivory offset paper, A4, 170 gsm, for office and print.",ream,6.98,315,True,"{""size"": ""A4"", ""gsm"": 170, ""finish"": ""Offset"", ""color"": ""Ivory""}",2025-08-06T11:06:29
PAPER-A4-80-CARDSTOCK-X,A4 Cardstock 80 gsm,"Bright White cardstock paper, A4, 80 gsm, for office and print.",ream,5.35,512,True,"{""size"": ""A4"", ""gsm"": 80, ""finish"": ""Cardstock"", ""color"": ""Bright White""}",2025-09-23T03:49:08
PAPER-SRA3-70-CARDSTOCK,SRA3 Cardstock 70 gsm,"Ivory cardstock paper, SRA3, 70 gsm, for office and print.",ream,6.54,491,True,"{""size"": ""SRA3"", ""gsm"": 70, ""finish"": ""Cardstock"", ""color"": ""Ivory""}",2025-05-11T09:12:00
PAPER-A5-170-OFFSET-O,A5 Offset 170 gsm,"Recycled offset paper, A5, 170 gsm, for office and print.",ream,5.34,396,True,"{""size"": ""A5"", ""gsm"": 170, ""finish"": ""Offset"", ""color"": ""Recycled""}",2025-08-28T07:23:34
PAPER-A3-200-COATEDMATTE,A3 Coated Matte 200 gsm,"Bright White coated matte paper, A3, 200 gsm, for office and print.",box,43.47,417,True,"{""size"": ""A3"", ""gsm"": 200, ""finish"": ""Coated Matte"", ""color"": ""Bright White""}",2025-09-29T18:27:39
PAPER-A3-200-UNCOATED,A3 Uncoated 200 gsm,"White uncoated paper, A3, 200 gsm, for office and print.",box,43.38,591,True,"{""size"": ""A3"", ""gsm"": 200, ""finish"": ""Uncoated"", ""color"": ""White""}",2025-05-23T18:50:38
